;Kennzeichen;Mitglieder
SAW;17
SDL;17
BK;33
JL;9
MD;64
HZ;49
SLK;22
ABI;19
DE;23
WB;18
MSH;13
HAL;84
SK;34
BLK;23
XXX;5
