;Kennzeichen;Mitglieder
SAW;25
SDL;21
BK;39
MD;88
JL;22
HZ;51
SLK;43
ABI;27
DE;28
WB;22
MSH;19
SK;44
HAL;102
BLK;31
XXX;1
