;Kennzeichen;Mitglieder
SAW;18
SDL;17
BK;33
JL;9
MD;64
HZ;50
SLK;23
ABI;19
DE;23
WB;17
MSH;13
HAL;84
SK;34
BLK;26
XXX;5
