;Kennzeichen;Mitglieder
SAW;28
SDL;26
BK;46
MD;99
JL;23
HZ;63
SLK;47
ABI;30
DE;32
WB;26
MSH;22
SK;49
HAL;111
BLK;34
XXX;2
