;Kennzeichen;Mitglieder
ABI;28
BK;48
BLK;37
DE;30
HAL;106
HZ;57
JL;14
MD;87
MSH;19
SAW;28
SDL;23
SK;39
SLK;39
WB;23
XXX;7
