;Kennzeichen;Mitglieder
ABI;29
BK;44
BLK;35
DE;29
HAL;101
HZ;57
JL;14
MD;88
MSH;20
SAW;26
SDL;23
SK;39
SLK;38
WB;25
XXX;6
