;Kennzeichen;Mitglieder
SDL;11
SAW;21
BK;10
MD;54
JL;9
HZ;22
SLK;13
ABI;15
DE;12
WB;16
MSH;12
SK;27
HAL;63
BLK;13
XXX;1
