;Kennzeichen;Mitglieder
SDL;17
SAW;18
BK;34
MD;64
JL;9
HZ;48
SLK;23
ABI;20
DE;25
WB;17
MSH;13
SK;34
HAL;85
BLK;26
XXX;7
