;Kennzeichen;Mitglieder
SAW;33
SDL;28
BK;46
MD;103
JL;22
HZ;67
SLK;50
ABI;30
DE;33
WB;28
MSH;26
SK;49
HAL;120
BLK;38
XXX;2
