;Kennzeichen;Mitglieder
SAW;33
SDL;28
BK;51
MD;104
JL;22
HZ;68
SLK;49
ABI;33
DE;35
WB;28
MSH;26
SK;47
HAL;121
BLK;38
XXX;2
