;Kennzeichen;Mitglieder
ABI;30
BK;49
BLK;38
DE;33
HAL;115
HZ;57
JL;16
MD;96
MSH;23
SAW;29
SDL;24
SK;37
SLK;42
WB;25
XXX;4
