;Kennzeichen;Mitglieder
ABI;28
BK;48
BLK;37
DE;30
HAL;108
HZ;56
JL;15
MD;85
MSH;20
SAW;28
SDL;23
SK;37
SLK;41
WB;25
XXX;4
