;Kennzeichen;Mitglieder
SAW;16
SDL;19
BK;19
MD;69
JL;13
HZ;30
SLK;20
ABI;18
DE;15
WB;18
MSH;12
SK;34
HAL;74
BLK;15
XXX;1
