;Kennzeichen;Mitglieder
ABI;33
BK;50
BLK;37
DE;34
HAL;116
HZ;61
JL;20
MD;98
MSH;26
SAW;30
SDL;28
SK;39
SLK;47
WB;25
XXX;2
