;Kennzeichen;Mitglieder
SAW;20
SDL;21
BK;23
MD;76
JL;18
HZ;37
SLK;34
ABI;22
DE;23
WB;19
MSH;16
SK;38
HAL;83
BLK;22
XXX;1
