;Kennzeichen;Mitglieder
SAW;16
SDL;19
BK;19
MD;72
JL;13
HZ;32
SLK;24
ABI;21
DE;17
WB;19
MSH;12
SK;33
HAL;76
BLK;16
XXX;1
