;Kennzeichen;Mitglieder
SAW;13
SDL;19
BK;13
MD;62
JL;11
HZ;26
SLK;15
ABI;16
DE;16
WB;16
MSH;12
SK;32
HAL;70
BLK;15
XXX;2
